,이름,포지션,출전,클린시트,실점,태클 횟수,태클 성공률,슛 블록 횟수,인터셉트 횟수,걷어내기 횟수,해딩 걷어내기 횟수,라인 밖으로 걷어내기 횟수,볼 소유권 가져오기 횟수,경합 승리,경합 실패,공중볼 경합 승리,공중볼 경합 패배,자책골,실점으로 이어진 실책,어시스트,패스 횟수,경기당 평균 패스 횟수,결정적 기회 창출 횟수,크로스 횟수,크로스 성공률,스루패스 횟수,긴 패스 성공률,경고,퇴장,반칙,옵사이드,골,해딩 골,오른발 골,왼발 골,골포스트,경기당 골,페널티킥 골,프리킥 골,슈팅 횟수,유효 수팅,슈팅 성공률,결정적 찬스 놓친 횟수,선방,페널티킥 선방,펀칭,공중볼 처리,캐칭,던지기 횟수,골킥
0,Max Aarons ,수비수,36,5,71,48,63%,6,37,73,28,2,178,167,175,22,50,0,0,1,"1,339",37.19,7,73,22%,0,38,7,0,29,3,0,0,0,0,0,,,,,,,,,,,,,,
1,Abdul Rahman Baba ,수비수,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
2,Tammy Abraham ,공격수,34,,,8,,14,6,27,23,,,,,,,,,3,407,11.97,3,11,,,,2,0,17,23,15,3,12,0,3,0.44,0,0,88,40,45%,22,,,,,,,
3,Che Adams ,공격수,30,,,6,,14,2,9,3,,,,,,,,,2,248,8.27,5,13,,,,0,0,17,10,4,0,4,0,1,0.13,0,0,36,10,28%,8,,,,,,,
4,Dennis Adeniran ,미드필더,0,,,0,0%,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,
5,Albert Adomah ,미드필더,0,,,0,0%,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,
6,Adri찼n ,골키퍼,11,2,10,,,,,,,,,,,,,0,2,0,260,23.64,,,,,50,1,0,0,,0,,,,,,,,,,,,18,0,4,5,1,51,70
7,Adrien Silva ,미드필더,0,,,0,0%,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,
8,Daniel Adshead ,미드필더,0,,,0,0%,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,
9,Benik Afobe ,공격수,0,,,0,,0,0,0,0,,,,,,,,,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,
10,Sergio Agiero ,공격수,24,,,7,,22,3,2,0,,,,,,,,,3,354,14.75,4,9,,,,1,0,9,6,16,2,12,2,5,0.67,2,0,76,28,37%,12,,,,,,,
11,Daniel Agyei ,공격수,0,,,0,,0,0,0,0,,,,,,,,,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,
12,Soufyan Ahannach ,미드필더,0,,,0,0%,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,
13,Ahmed El Mohamady ,수비수,18,2,28,19,47%,1,13,22,10,0,73,60,51,30,21,0,0,1,498,27.67,3,58,33%,0,33,1,0,13,2,1,1,0,0,0,,,,,,,,,,,,,,
14,Albian Ajeti ,공격수,9,,,1,,2,0,0,0,,,,,,,,,0,15,1.67,0,0,,,,0,0,6,2,0,0,0,0,0,0,0,0,3,0,0%,0,,,,,,,
15,Nathan Ak챕 ,수비수,29,4,46,31,68%,6,36,147,78,0,140,107,83,62,63,0,0,2,"1,210",41.72,2,5,0%,1,53,2,0,9,3,2,1,0,1,1,,,,,,,,,,,,,,
16,Alberto Moreno ,수비수,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
17,Marc Albrighton ,미드필더,20,,,24,71%,3,10,7,4,,67,52,63,3,7,,0,3,407,20.35,5,69,16%,3,23,2,0,7,1,0,0,0,0,1,0,0,0,10,2,20%,0,,,,,,,
18,Toby Alderweireld ,수비수,33,7,39,40,73%,3,31,170,82,1,154,117,109,73,73,1,0,2,"1,978",59.94,2,9,44%,12,141,7,0,18,1,2,1,1,0,0,,,,,,,,,,,,,,
19,Aleix Garc챠a ,미드필더,0,,,0,0%,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,
20,Trent Alexander-Arnold ,수비수,38,12,32,55,62%,17,45,70,29,0,221,100,135,16,30,0,1,13,"2,440",64.21,18,382,21%,5,192,5,0,22,3,4,0,4,0,0,,,,,,,,,,,,,,
21,Ali Koiki ,수비수,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
22,Alisson ,골키퍼,29,13,23,,,,,,,,,,,,,0,1,1,805,27.76,,,,,115,0,1,1,,0,,,,,,,,,,,,58,0,9,7,6,140,167
23,Allan ,미드필더,0,,,0,0%,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,
24,Dele Alli ,미드필더,25,,,34,47%,7,17,14,8,,103,115,150,19,40,,0,4,810,32.4,6,7,0%,4,17,2,0,12,6,8,0,6,2,0,0.32,1,0,42,19,45%,7,,,,,,,
25,Miguel Almir처n ,미드필더,36,,,60,65%,19,31,16,7,,189,174,170,10,28,,0,2,829,23.03,3,41,17%,2,20,5,0,30,24,4,0,2,2,1,0.11,0,0,56,17,30%,9,,,,,,,
26,Marcos Alonso ,수비수,18,5,18,28,57%,11,20,25,15,0,96,97,80,42,31,0,0,2,908,50.44,4,66,30%,1,26,4,0,16,2,4,1,0,3,1,,,,,,,,,,,,,,
27,Steven Alzate ,미드필더,19,,,33,,6,14,11,9,,,,,,,,,0,603,31.74,0,8,,,,1,0,17,3,0,0,0,0,0,0,0,0,13,3,23%,1,,,,,,,
28,Ibrahim Amadou ,미드필더,11,,,18,61%,0,16,55,31,,39,38,31,16,13,,0,0,369,33.55,0,1,100%,0,15,1,0,8,0,0,0,0,0,0,0,0,0,6,1,17%,1,,,,,,,
29,Daniel Amartey ,수비수,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
30,Luke Amos ,미드필더,0,,,0,0%,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,
31,Ethan Ampadu ,수비수,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
32,Joseph Anang ,골키퍼,0,0,0,,,,,,,,,,,,,0,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0
33,Florin Andone ,공격수,3,,,1,,0,0,1,1,,,,,,,,,0,12,4,0,0,,,,0,1,2,0,1,0,1,0,0,0.33,0,0,1,1,100%,0,,,,,,,
34,Andr챕 Gomes ,미드필더,19,,,22,68%,0,7,6,4,,122,83,137,17,12,,0,1,851,44.79,1,12,25%,3,85,6,0,38,0,0,0,0,0,0,0,0,0,5,0,0%,0,,,,,,,
35,Andreas Pereira ,미드필더,25,,,24,54%,9,7,5,1,,85,70,142,10,34,,0,3,703,28.12,6,65,15%,2,30,3,0,27,3,1,0,0,1,0,0.04,0,0,37,14,38%,1,,,,,,,
36,Angel Gomes ,미드필더,2,,,0,0%,0,0,0,0,,0,0,1,0,0,,0,0,13,6.5,0,0,0%,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,
37,Angeli챰o ,수비수,6,0,7,5,40%,2,9,15,7,0,29,17,15,6,7,0,0,0,338,56.33,3,43,21%,0,7,1,0,2,0,0,0,0,0,1,,,,,,,,,,,,,,
38,Faustino Anjorin ,미드필더,1,,,0,0%,0,0,0,0,,1,2,2,0,0,,0,0,7,7,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0%,0,,,,,,,
39,Michail Antonio ,공격수,24,,,13,69%,14,9,5,5,,62,201,233,91,109,,0,3,446,18.58,7,48,21%,5,9,3,0,41,11,10,2,7,1,2,0.42,1,0,68,31,46%,14,,,,,,,
40,Cameron Archer ,공격수,0,,,0,,0,0,0,0,,,,,,,,,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,
41,Stuart Armstrong ,미드필더,30,,,32,59%,11,11,22,9,,106,95,131,14,30,,0,3,579,19.3,2,23,22%,2,12,4,0,25,4,5,0,3,2,0,0.17,0,0,46,20,43%,1,,,,,,,
42,Marko Arnautovic ,공격수,0,,,0,,0,0,0,0,,,,,,,,,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,
43,Kepa Arrizabalaga ,골키퍼,33,8,47,,,,,,,,,,,,,0,0,0,938,28.42,,,,,131,0,0,0,,0,,,,,,,,,,,,55,0,5,20,2,151,198
44,Harry Arter ,미드필더,0,,,0,0%,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,
45,Daniel Arzani ,미드필더,0,,,0,0%,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,
46,Benny Ashley-Seal ,공격수,0,,,0,,0,0,0,0,,,,,,,,,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,
47,Daniel Atherton ,골키퍼,0,0,0,,,,,,,,,,,,,0,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0
48,Christian Atsu ,미드필더,19,,,10,80%,1,5,6,4,,42,42,71,7,14,,0,3,198,10.42,2,17,41%,1,5,2,0,11,4,0,0,0,0,0,0,0,0,5,1,20%,0,,,,,,,
49,Pierre-Emerick Aubameyang ,공격수,36,,,31,,23,14,13,4,,,,,,,,,3,817,22.69,7,89,,,,3,1,14,20,22,3,16,3,4,0.61,2,1,93,42,45%,10,,,,,,,
50,Serge Aurier ,수비수,33,6,32,93,74%,6,47,84,48,0,165,224,187,70,64,1,1,5,"1,281",38.82,4,137,15%,0,33,2,1,41,6,1,0,0,1,0,,,,,,,,,,,,,,
51,Charlie Austin ,공격수,0,,,0,,0,0,0,0,,,,,,,,,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,
52,Taiwo Awoniyi ,공격수,0,,,0,,0,0,0,0,,,,,,,,,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,
53,Jordan Ayew ,공격수,37,,,48,,14,15,20,15,,,,,,,,,2,814,22,4,25,,,,6,0,59,9,9,1,7,1,1,0.24,0,0,58,24,41%,5,,,,,,,
54,C챕sar Azpilicueta ,수비수,36,7,53,86,65%,9,67,81,40,1,172,205,158,93,64,0,0,6,"2,435",67.64,8,121,25%,0,80,1,0,40,3,2,0,2,0,0,,,,,,,,,,,,,,
55,Daniel Bachmann ,골키퍼,0,0,0,,,,,,,,,,,,,0,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0
56,Owen Bailey ,미드필더,0,,,0,0%,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,
57,Eric Bailly ,수비수,4,1,1,0,0%,0,4,7,3,0,9,9,3,8,0,0,0,0,78,19.5,0,0,0%,0,4,0,0,2,0,0,0,0,0,0,,,,,,,,,,,,,,
58,Leighton Baines ,수비수,8,0,8,10,60%,0,5,10,4,0,17,21,14,5,7,0,0,0,155,19.38,1,27,37%,0,3,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,
59,Tiemou챕 Bakayoko ,미드필더,0,,,0,0%,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,
60,Lewis Baker ,미드필더,0,,,0,0%,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,
61,Fabi찼n Balbuena ,수비수,17,3,24,17,71%,2,26,71,43,0,65,74,59,54,37,0,2,0,503,29.59,1,1,0%,1,35,2,0,6,0,1,0,1,0,0,,,,,,,,,,,,,,
62,George Baldock ,수비수,38,13,39,62,69%,3,34,69,35,0,167,186,172,39,57,0,1,3,"1,118",29.42,2,128,29%,0,22,7,0,47,11,2,0,2,0,0,,,,,,,,,,,,,,
63,Folarin Balogun ,공격수,0,,,0,,0,0,0,0,,,,,,,,,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,
64,Tudor Baluta ,수비수,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
65,Beni Baningime ,미드필더,0,,,0,0%,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,
66,Scott Banks ,미드필더,0,,,0,0%,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,
67,Ben Barclay ,수비수,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
68,Phil Bardsley ,수비수,21,9,19,49,73%,4,30,66,36,1,80,102,77,38,26,0,0,1,658,31.33,3,33,18%,3,49,6,0,35,0,0,0,0,0,0,,,,,,,,,,,,,,
69,Ross Barkley ,미드필더,21,,,16,56%,16,7,7,3,,69,70,80,12,13,,0,4,618,29.43,2,12,17%,6,39,0,0,9,0,1,0,0,1,1,0.05,0,0,40,12,30%,3,,,,,,,
70,Ashley Barnes ,공격수,19,,,10,,8,6,8,4,,,,,,,,,0,251,13.21,0,5,,,,4,0,35,13,6,0,6,0,0,0.32,1,0,40,12,30%,7,,,,,,,
71,Antonio Barreca ,수비수,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
72,Mason Barrett ,수비수,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
73,Chris Basham ,수비수,38,12,37,85,56%,0,77,167,102,0,188,247,140,109,62,0,1,1,"1,316",34.63,2,51,12%,0,70,4,0,26,5,0,0,0,0,0,,,,,,,,,,,,,,
74,Calvin Bassey ,수비수,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
75,Lewis Bate ,미드필더,0,,,0,0%,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,
76,Michy Batshuayi ,공격수,16,,,4,,4,0,1,1,,,,,,,,,1,78,4.88,0,0,,,,0,0,4,7,1,0,0,1,0,0.06,0,0,15,2,13%,4,,,,,,,
77,Danny Batth ,수비수,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
78,Nathan Baxter ,골키퍼,0,0,0,,,,,,,,,,,,,0,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0
79,Gavin Bazunu ,골키퍼,0,0,0,,,,,,,,,,,,,0,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0
80,Jack Bearne ,미드필더,0,,,0,0%,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,
81,Jan Bednarek ,수비수,34,7,57,65,58%,1,77,193,90,0,161,204,109,127,47,1,3,1,"1,537",45.21,1,1,0%,0,85,4,0,33,0,1,0,1,0,0,,,,,,,,,,,,,,
82,Asmir Begovic ,골키퍼,0,0,0,,,,,,,,,,,,,0,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0
83,H챕ctor Beller챠n ,수비수,15,3,18,20,65%,2,19,24,9,0,54,54,74,13,16,0,0,0,570,38,1,27,7%,0,14,2,0,15,1,1,0,0,1,0,,,,,,,,,,,,,,
84,Yohan Benalouane ,수비수,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
85,Filip Benkovic ,수비수,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
86,Ryan Bennett ,수비수,16,2,17,9,67%,0,16,36,17,0,54,38,38,28,24,0,0,0,433,27.06,0,6,33%,0,23,2,0,7,0,0,0,0,0,0,,,,,,,,,,,,,,
87,Jayden Bennetts ,미드필더,0,,,0,0%,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,
88,Josh Benson ,미드필더,0,,,0,0%,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,
89,Nabil Bentaleb ,미드필더,12,,,23,57%,2,19,9,5,,46,50,54,14,13,,1,0,406,33.83,0,2,0%,0,25,2,0,19,0,0,0,0,0,0,0,0,0,4,0,0%,0,,,,,,,
90,Christian Benteke ,공격수,24,,,9,,7,4,28,20,,,,,,,,,1,337,14.04,4,5,,,,4,1,25,12,2,0,2,0,3,0.08,0,0,41,19,46%,3,,,,,,,
91,Sander Berge ,미드필더,14,,,22,68%,1,10,13,8,,56,77,50,35,16,,0,1,368,26.29,1,22,9%,0,13,0,0,18,1,1,0,1,0,0,0.07,0,0,5,2,40%,1,,,,,,,
92,Steven Bergwijn ,공격수,14,,,10,,3,1,5,1,,,,,,,,,1,244,17.43,1,10,,,,2,0,7,0,3,0,3,0,0,0.21,0,0,9,4,44%,0,,,,,,,
93,Adri찼n Bernab챕 ,미드필더,0,,,0,0%,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,
94,Bernard ,공격수,27,,,32,,5,16,7,2,,,,,,,,,2,540,20,3,36,,,,2,0,19,0,3,0,3,0,1,0.11,0,0,12,5,42%,1,,,,,,,
95,Bernardo ,수비수,14,0,17,27,59%,3,6,20,12,0,49,69,30,31,8,0,0,0,330,23.57,3,17,18%,0,12,1,0,3,4,0,0,0,0,0,,,,,,,,,,,,,,
96,Bernardo Rosa ,미드필더,0,,,0,0%,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,
97,Bernardo Silva ,미드필더,34,,,36,50%,23,24,12,6,,129,110,112,14,24,,0,7,"1,374",40.41,8,72,24%,1,39,5,0,23,2,6,1,0,5,2,0.18,0,0,52,15,29%,6,,,,,,,
98,Ryan Bertrand ,수비수,32,7,44,47,62%,4,37,28,11,0,118,149,147,59,58,0,0,1,"1,229",38.41,4,122,30%,2,43,3,1,27,1,1,0,1,0,0,,,,,,,,,,,,,,
99,Muhamed Besic ,미드필더,9,,,8,75%,0,1,6,4,,17,22,14,5,3,,0,0,106,11.78,0,1,0%,0,6,2,0,6,0,0,0,0,0,0,0,0,0,4,2,50%,0,,,,,,,
100,Philip Billing ,미드필더,34,,,72,64%,6,66,94,55,,162,228,202,111,78,,1,1,"1,154",33.94,2,14,7%,1,43,8,0,38,2,1,0,0,1,0,0.03,0,0,33,8,24%,2,,,,,,,
101,Billy Arce ,미드필더,0,,,0,0%,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,
102,Nathan Bishop ,골키퍼,0,0,0,,,,,,,,,,,,,0,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0
103,Yves Bissouma ,미드필더,22,,,49,78%,2,21,21,9,,105,112,108,17,16,,0,0,619,28.14,0,6,17%,3,35,4,0,31,0,1,0,1,0,1,0.05,0,0,16,7,44%,0,,,,,,,
104,Birkir Bjarnason ,미드필더,0,,,0,0%,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,
105,Bobby Duncan ,공격수,0,,,0,,0,0,0,0,,,,,,,,,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,
106,Joshua Bohui ,공격수,0,,,0,,0,0,0,0,,,,,,,,,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,
107,Tolaji Bola ,수비수,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
108,Yannick Bolasie ,공격수,0,,,0,,0,0,0,0,,,,,,,,,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,
109,Luke Bolton ,미드필더,0,,,0,0%,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,
110,Willy Boly ,수비수,22,12,15,57,58%,2,39,103,62,0,117,160,75,87,29,0,0,1,984,44.73,2,2,0%,0,39,1,1,24,1,0,0,0,0,0,,,,,,,,,,,,,,
111,Ga챘tan Bong ,수비수,4,0,3,1,0%,0,0,0,0,0,3,3,5,0,3,0,0,0,27,6.75,0,6,17%,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
112,Borja Bast처n ,공격수,2,,,1,,0,0,0,0,,,,,,,,,0,6,3,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,
113,Artur Boruc ,골키퍼,0,0,0,,,,,,,,,,,,,0,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0
114,Sofiane Boufal ,미드필더,20,,,16,50%,6,4,0,0,,45,96,116,7,11,,0,2,288,14.4,4,27,11%,1,6,2,0,25,2,0,0,0,0,0,0,0,0,18,7,39%,1,,,,,,,
115,Jamie Bowden ,미드필더,0,,,0,0%,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,
116,Jarrod Bowen ,공격수,13,,,19,,10,16,4,1,,,,,,,,,4,213,16.38,4,60,,,,0,0,4,1,1,0,0,1,2,0.08,0,0,24,7,29%,2,,,,,,,
117,Morgan Boyes ,수비수,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
118,Brad Smith ,수비수,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
119,Robbie Brady ,미드필더,17,,,11,82%,5,5,7,4,,36,33,38,12,9,,0,2,151,8.88,1,14,7%,2,4,1,0,8,1,1,0,0,1,1,0.06,0,0,12,1,8%,0,,,,,,,
120,Jarrad Branthwaite ,수비수,4,1,6,8,88%,0,2,11,7,0,18,20,21,9,15,0,0,0,223,55.75,0,0,0%,0,13,0,0,4,0,0,0,0,0,0,,,,,,,,,,,,,,
121,Claudio Bravo ,골키퍼,4,1,7,,,,,,,,,,,,,0,0,0,119,29.75,,,,,22,0,0,0,,0,,,,,,,,,,,,8,0,2,0,1,17,28
122,James Bree ,수비수,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
123,Rhian Brewster ,공격수,0,,,0,,0,0,0,0,,,,,,,,,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,
124,Miguel Britos ,수비수,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
125,Armando Broja ,공격수,1,,,0,,0,0,0,0,,,,,,,,,0,1,1,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,
126,David Brooks ,미드필더,9,,,5,100%,3,2,1,1,,13,23,42,0,7,,0,0,153,17,0,24,25%,0,4,1,0,4,0,1,0,0,1,1,0.11,0,0,6,2,33%,0,,,,,,,
127,Isaiah Brown ,미드필더,0,,,0,0%,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,
128,Josh Brownhill ,미드필더,10,,,14,57%,2,14,17,8,,43,48,36,20,18,,0,0,331,33.1,0,2,0%,0,10,2,0,6,0,0,0,0,0,0,0,0,0,6,0,0%,1,,,,,,,
129,Bruno ,수비수,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
130,Bruno Fernandes ,미드필더,14,,,22,55%,7,11,14,9,,67,54,72,3,11,,0,7,777,55.5,3,75,19%,8,46,2,0,9,2,8,0,8,0,3,0.57,4,1,44,18,41%,4,,,,,,,
131,Bruno Jord찾o ,미드필더,1,,,0,0%,0,0,0,0,,2,0,0,0,0,,0,0,6,6,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,
132,Kean Bryan ,수비수,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
133,Emiliano Buend챠a ,미드필더,36,,,82,48%,13,23,24,10,,187,267,286,29,51,,2,7,"1,407",39.08,9,164,25%,17,90,6,1,36,2,1,0,0,1,0,0.03,0,0,40,11,28%,1,,,,,,,
134,Marcin Bulka ,골키퍼,0,0,0,,,,,,,,,,,,,0,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0
